Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Product ID,Product Name,Category,Sub-Category,Region,State,City,Sales,Profit,Quantity,Discount,Ship Mode,Salesperson,Payment Method
ORD-101928,10-25-2023,10/29/2023,DJ-66498,Dustin Jordan,Corporate,TEC-AC-7523,Samsung Deluxe Accessorie,Technology,Accessories,EAST,New York,New York City,"$6,779.22",-978.18,4,0.3,Standard Class, Emma Butler,Debit Card
ORD-105301,01/23/2022,28/01/2022,RM-92213,Robert Montgomery,consumer,OFF-ST-7521,Boston Wireless Storage,Office Supplies,Storage,West,Oregon, Eugene,840.74,96.35,7,0.5,Same Day,Maria Henry,CREDIT CARD
ORD-104150,2022-11-02,,SF-92544,Sara Fuller,Home Office,FUR-BO-1862,Hon Portable Bookcase,Furniture,Bookcases,East,Pennsylvania,Philadelphia,174.82,,1,0.1,Second Class,William Harrison,Bank Transfer
ORD-107363,10/23/2025,"Oct 23, 2025",CM-44237,Cynthia Moore,CONSUMER,OFF-LA-4396,Acme Compact Label,Office Supplies,Labels,East,New York,Buffalo,$362.97,-16.98,3,0.0,same day,renee melendez,Gift Card
ORD-104170,2024-05-28,04/06/2024,WB-30033,William Baker,Home Office ,FUR-CH-2582,Hon Adjustable Chair,furniture,Chairs,central,OHIO,Cleveland,1700.9,79.03,5,0.5,Second Class,Joseph Howard, Credit Card
ORD-108510,22/09/2025,2025-09-22,JO-80008,Jeffery Ortega,Consumer,TEC-CO-2900,HP Adjustable Computer,Technology,Computers ,Central,Texas,Austin,"7,649.50",558.65,10,0.5,Same Day,Larry Harris,Gift Card
ORD-103605,"Jun 03, 2022",06/07/2022,LM-82199,Louis Martin,Consumer,OFF-ST-3248,Avery Deluxe Storage,Office Supplies ,Storage,Central,Illinios,Springfield,953.4,289.41,8,0.5,Second Class,Larry Harris,Cash
ORD-104423,11-03-2022,11-10-2022,AV-11025,Adam Vaughan,Home Office,OFF-FA-8218,Newell Heavy-Duty Fastener ,Offce Supplies,FASTENERS,West,Washington,Spokane ,135.4,29.56,2,0.3, Standard Class,Nathaniel Lee,PayPal
ORD-109295,"Nov 10, 2023",2023-11-13,DM-92727,David Molina,HOME OFFICE,OFF-ST-6077,Xerox Executive Storage,OFFICE SUPPLIES,Storage,East,New Jersey,Jersey City,$730.89,140.65,3,0.0,Second Class,Ryan Landry ,Debit Card
ORD-102936,11/04/2022,11/05/2022,RK-27892,Reginald Knapp, Consumer,OFF-BI-7213,Avery Adjustable Binder,Office Supplies,Binders,central,Illinois,Springfield ,$319.82,4.69,2,0.0,Secnod Class,ROBERT DENNIS,Bank Transfer
ORD-109035,"Jan 06, 2023",NULL,MG-73788,Melissa Gates,Consumer,TEC-MA-8088,Logitech Standard Machine,Technology,Machines,central,Ohio,Columbus,5541.6,1561.47,3,0.15,Second Class,Jennifer Hernandez,CREDIT CARD
ORD-106185,09/06/2022,"Jun 15, 2022",CG-41890,Christopher Guerra,Corporate,OFF-SU-1086,Fellowes Heavy-Duty Supplie,Office Supplies,Supplies,EAST,Pennsylvannia,Pittsburgh,141.47,-10.59,3,0.15,FIRST CLASS,,PAYPAL
ORD-104108,04/11/2023,11/05/2023,MW-33788,Marilyn Wang,home office,TEC-AC-7653,Lenovo Premium Accessorie,Technology ,Accessories,West,Washington,Seattle,2009.7,NULL,10,0.0,Standard Class,Zachary Mendoza,Gift Card
ORD-104194,08-29-2022,2022-08-31,MP-16572,Michael Powell,Home Office,TEC-AC-1187,SAMSUNG COMPACT ACCESSORIE,Technology,Accessories,East , Pennsylvania, Pittsburgh,$547.01,75.64,1,0.4,Second Class,Samuel Turner, PayPal
ORD-109340,11/23/2024,"Nov 25, 2024",MC-82350,Mark Cox, Consumer,OFF-ST-3248,Avery Deluxe Storage,Office Supplies,Storage,South,Georgia,Savannah,2383.5,68.08,10,0.0,same day,Ryan Landry,Cash
ORD-105664,08/13/2024,,ML-51245,Michael Lewis,Consumer,OFF-EN-3281,3M Heavy-Duty Envelope,OFFICE SUPPLIES,Envelopes, East,New York,Buffalo,1614.0,-45.14,8,0.0,Standrad Class,Samuel Turner,Bank Transfer
ORD-105580,2025-07-27,2025-08-03,DG-48829, Dustin Gallegos,CONSUMER,OFF-FA-9037,Xerox Ergonomic Fastener, Office Supplies,Fasteners,East ,Pennsylvania,Pittsburgh,643.2,90.22,8,0.1,FIRST CLASS,Larry Harris,DEBIT CARD
ORD-102793,12/30/2025,12/31/2025,KM-56984,Kaitlin Medina,Corporate,OFF-LA-6404,3M Premium Label,Office Supplies,Labels, East,new jersey,Newark,$151.06,41.25,4,0.4, First Class,Joseph Howard,CREDIT CARD
ORD-103864,11-22-2025,"Nov 28, 2025",DZ-65392,Derek Zuniga,Corporate,OFF-ST-7999,Newell Classic Storage, Office Supplies,Storage,N/A,Oregon,Portland,244.8,53.12,4,0.3,First Class,Robert Jackson,Gift Card
ORD-100544,12-04-2023,09/12/2023,BF-40595,Brian Fitzgerald, Corporate,FUR-TA-7340,Global Portable Table,Furniture,Tables,Central ,Illinois, Chicago,2642.08,-244.67,4,0.2,Secnod Class,Robert Jackson,Bank Transfer
ORD-105181,2023-03-04,03/10/2023,KH-64548,Kaylee Hays,Home Office,OFF-AR-2847,Fellowes Adjustable Art,Office Supplies,Art, South,FLORIDA,Tampa,105.9,22.75,6,0.1,standard class,Tammy Boone,Gift  Card
ORD-105519,07/17/2023,2023-07-17,RG-92960,Ryan Gonzalez,Home Office,OFF-AR-9047,Boston Compact Art,OFFICE SUPPLIES,Art,West,Washington, Spokane,71.26,-8.98,5,0.3,Same Day,Connie Turner,Credit Card
ORD-110656,03/06/2022,06-03-2022,JT-46517,Jose Travis,Consumer,TEC-AC-2233,HP Ergonomic Accessorie,technology,Accessories,South,Florida,Tampa,26102.74,-580.49,12,0.1,First Class,Andrew Harper,Debit Card
ORD-100018,10/08/2024,2024-08-14,GH-13761,george harper,Corporate,FUR-FU-8391,Hon Premium Furnishing,Furniture,Furnishings,West,california,San Francisco,"$2,402.34",136.92,6,0.5,Standard Class,william harrison, Debit Card
ORD-106613,01-27-2024,2024-01-28,WG-41439,William Gould,consumer,TEC-MA-8060,Apple Executive Machine,Technology ,Machines,West, Oregon,Eugene,"5,170.56",694.44,9,0.15,FIRST CLASS,Tammy Boone,Debit  Card
ORD-100294,20/04/2024,2024-04-25,JB-87139,Jasmine Beltran,CORPORATE,OFF-FA-2735,Acme Adjustable Fastener,Office Supplies,Fasteners,East,New Jersey,Newark,578.93,30.64,5,0.1, Same Day,David Robinson,PayPal
ORD-112167,11-06-2024,06/11/2024,MH-63271,Maria Henderson, Corporate,TEC-AC-9312,Apple Wireless Accessorie,Technology ,Accessories,Central,OHIO, Columbus,"5,592.58",-675.96,6,0.2,First Class,Michael Morrison,Gift Card
ORD-100912,"Feb 12, 2022",02/12/2022,SS-35242,Shelly Spencer,CORPORATE,FUR-FU-8391,Hon Premium Furnishing,Furnture, Furnishings,Central,TEXAS,Houston,"2,162.11",607.22,3,0.1,Second Class,Michael Morrison,Credit Card
ORD-104912,06/05/2024,12/06/2024,PC-38534,Paul Castaneda,consumer,TEC-CO-3252,HP Classic Copier,Technology,Copiers,East,Pennsylvania,Philadelphia,"$8,309.22",2133.41,6,0.0,Standard Class,Felicia Krueger,Cash
ORD-109348,"Dec 08, 2023","Dec 13, 2023",LH-40784,Laura Haney,HOME OFFICE,OFF-EN-8973,Fellowes Standard Envelope,Office Supplies ,envelopes,WEST,Oregon,Eugene,137.72,-9.04,1,0.15,SAME DAY,Tammy Boone,Credit Card 
ORD-103074,01/03/2024,2024-01-03,KS-78937,Kimberly Sharp,corporate,OFF-ST-6077,Xerox Executive Storage,office supplies,Storage, East,New York,Buffalo,"$1,449.60",,7,0.15,first class,Robert Dennis,debit card
ORD-111747,"Apr 01, 2025",04/02/2025,NJ-41635,Nancy Jennings,Home Office,OFF-FA-9037,Xerox Ergonomic Fastener,Office Supplies,Fasteners,West,california,Los Angeles,285.9,6.71,4,0.2,Standard Class ,David Robinson,PayPal
ORD-108310,24/05/2022,"May 26, 2022",VK-72616, Veronica King,Consumer,TEC-CO-1025,Dell Adjustable Computer,Technology,Computers,South ,Florida,Miami,4932.8,22.82,8,0.0,Same Day,Pamela Gutierrez,DEBIT CARD
ORD-110957,"Jan 27, 2024",02-01-2024,KD-60140,Kevin Davis,home office,FUR-BO-6567,Novimex Compact Bookcase,furniture,Bookcases,Central,Texas,Austin,307.7,-133.56,1,0.1,Same Day,Ryan Landry,PayPal
ORD-104672,10-23-2022,24/10/2022,SK-98381,Sarah King, Home Office,OFF-AR-6161,XEROX COMPACT ART,OFFICE SUPPLIES,Art,East,New York,Buffalo,1666.5,493.3,10,0.2,Same Day,Tammy Boone ,Gift Card
ORD-106942,"Aug 10, 2023",08/12/2023,JW-82768, Jack White, Consumer,TEC-AC-1187,Samsung Compact Accessorie,Technology ,Accessories,South,Florida,Orlando,"$6,199.49",863.39,8,0.15,Second Class,Felicia Krueger,debit card
ORD-101108,"Jul 31, 2024",,LM-35995,Laura Mckinney,Consumer,OFF-AR-2669,Avery Ergonomic Art,Office Supplies,Art,East,Pennsylvania,Pittsburgh,17.4,0.73,5,0.3,Standard Class ,Nathaniel Lee, Bank Transfer
ORD-101251,12/05/2022,14/05/2022,PW-38569,Paul Wilson,corporate,TEC-CO-2900,HP Adjustable Computer,Technology, Computers,South,Florida,Miami,9179.4,-751.06,6,0.0,Standard Class,Robert Dennis,Credit Card
ORD-101054,03/16/2023,22/03/2023,CT-84607,Curtis Taylor,Corporate,TEC-MA-7743,HP Standard Machine,Technology,Machines,central,Illinois,Chicago,27295.07,-225.47,11,0.0,Second Class,Emma Butler,cash
ORD-110372,06/28/2024,2024-06-30,KM-65723,Katherine Martinez,Consumer,OFF-FA-8161,Avery Executive Fastener,OFFICE SUPPLIES,Fasteners ,West,California,Los Angeles,608.32,52.2,4,0.0,First Class,Kyle Chambers,Gift Card
ORD-109626,"Nov 09, 2024",11-12-2024,SS-95477,Stephanie Salazar, Home Office,OFF-PA-3007,Acme Wireless Paper, Office Supplies,Paper,West,Oregon,Portland,111.33,5.43,3,0.15,Same Day,Zachary Mendoza,Bank Transfer
ORD-111027,2024-11-17,19/11/2024,JA-51145,Jasmin Alvarado,Home Office,OFF-PA-3007,Acme Wireless Paper,OFFICE SUPPLIES,Paper,West,California,San Francisco,218.3,-11.03,10,0.5,Standrad Class,N/A,Debit Card
ORD-101878,12/23/2024,12/30/2024,EG-98039,Evelyn Galvan,Home Office,TEC-AC-8639,dell adjustable accessorie, Technology,Accessories,CENTRAL,TEXAS,Dallas,"$6,376.72",372.05,7,0.0,Same day ,Connie Turner,Gift  Card
ORD-112634,08/05/2025,05/13/2025,JB-63528,Joyce Bowen,corporate,TEC-CO-1025,Dell Adjustable Computer,Tech,Computers,West,Washington,Spokane,"$1,294.86",-69.01,3,0.3,Second Class,Maria Brown,Debit Card
ORD-101857,10/21/2024,"Oct 26, 2024",MC-26683,Marie Christian,Consumer,OFF-FA-6179,Acme Classic Fastener,Office Supplies,FASTENERS,East, Pennsylvania,Pittsburgh,100.5,1.37,1,0.1,Same Day,Renee Melendez, PayPal
ORD-107167,31/10/2025,11/01/2025,AH-93227, Anthony Humphrey,Consumer,FUR-FU-2586,Bush Standard Furnishing,Furniture ,Furnishings, South,Florida,Orlando,175.4,-7.76,3,0.3,Same Day,Connie Turner,gift card
ORD-101356,07-23-2022,"Jul 29, 2022",AK-99364,Amy Kelley,Consumer,FUR-CH-8532,Global Deluxe Chair,Furniture,Chairs,West,California,Los Angeles,2496.6,-334.8,3,0.0,Same Day,Robert Dennis, Credit Card
ORD-103935,"Dec 30, 2024","Dec 31, 2024",DB-23947,Daniel Baker,Home Office,OFF-FA-1674,Acme Heavy-Duty Fastener,office supplies,Fasteners, Central,Ohio,Cleveland,8.0,2.47,1,1.2,Same Day,Zachary Mendoza, Bank Transfer
ORD-107524,01/02/2022,"Jan 03, 2022",PL-45838,Paula Lane,Corporate,FUR-FU-9683,Global Portable Furnishing , Furniture,Furnishings,South,FLORIDA,Miami,465.96,95.25,5,0.4,First Class,Robert Jackson, Gift Card
ORD-104852,2025-11-10,NULL,KW-39154,Kevin Walters,Consumer,OFF-SU-7698,Avery Compact Supplie,Office Supplies,Supplies,west,California,San Francisco,"1,288.80",-88.01,8,0.0,Second Class,,PayPal
ORD-109979,"Sep 20, 2022",09/25/2022,AW-42742,Amber Wright,Consumer ,OFF-FA-1674,Acme Heavy-Duty Fastener,Office Supplies,Fasteners, East,Pennsylvania,Philadelphia,159.24,-19.93,12,0.0,Same Day,Zachary Mendoza,Gift Card
ORD-101800,12/12/2024,12-16-2024,AH-88047,Ashley Hall ,Corporate,OFF-ST-8179,Acme Heavy-Duty Storage,Offce Supplies,Storage,South,Florida,Orlando,156.1,-10.83,1,0.2,First Class,Emma Butler,Bank Transfer
ORD-101061,2024-05-21,05-23-2024,AH-41385,Anna Henderson, Consumer,FUR-FU-6968,Hon Adjustable Furnishing ,Furniture,Furnishings,South ,Georgia,Atlanta,"3,730.02",16.1,10,0.4,First Class,David Robinson,PAYPAL
ORD-100752,"Sep 06, 2025",09-11-2025,DM-89276,David Martinez,CONSUMER,OFF-LA-7825,Newell Premium Label,Office Supplies,Labels,South,Florda,Tampa,$600.67,107.88,3,0.1,Standard Class,Kyle Chambers,Cash
ORD-103429,04/02/2023,2023-04-03,AC-43289,Amber Cooper,Corporate,TEC-CO-3999,Dell Executive Computer,Technology,Computers, West,Oregeon,Portland,"3,705.70",589.15,10,0.0,STANDARD CLASS,James Webster,Cash
ORD-100868,02/26/2023,03/04/2023,AM-52247,Amy Martinez,Home Office,OFF-AR-6161,Xerox Compact Art,Office Supplies,Art,East,New Jersey,Jersey City,2083.1,-47.16,10,0.0,Standard Class,Tammy Boone,Bank Transfer
ORD-105001,2024-09-22,01/01/2021,LP-17355,Lisa Perry,Corporate,OFF-EN-2559,Newell Executive Envelope,Offce Supplies,Envelopes,CENTRAL,Texas,Austin,34.9,-3.23,-1,0.0,second class,Robert Dennis,Debit Card
ORD-106060,11-01-2024,"Nov 08, 2024",CP-72296,Cameron Parker,Home Office,TEC-MA-4082,Apple Executive Machine,TECHNOLOGY,Machines,West ,oregon,Portland,16249.3,859.5,11,0.0,First Class,Larry Harris,CASH
ORD-101580,"Aug 28, 2024",08/29/2024,MF-54057,Michael Farrell,Home Office,FUR-FU-2041,DMI Executive Furnishing, Furniture,Furnishings,Central, Illinois,Chicago,4495.7,-593.63,10,0.0,Second Class,JOSEPH HOWARD,Debit Card
ORD-112333,06/12/2023,06-14-2023,DM-65518,Denise Mccann, Corporate,TEC-CO-1693,Samsung Ergonomic Copier,technology,Copiers,West,Washington,Spokane,7298.53,NULL,4,1.75,Standard Class,Kyle Chambers,Gift Card
ORD-104264,30/10/2025,"Nov 03, 2025",KC-15229,Kirk Carter,Corporate,OFF-LA-5888,Avery Deluxe Label,Office Supplies,Labels,East,Pennsylvania,Pittsburgh,786.50,-35.1,4,0.2,Same Day,Maria Brown,Gift Card
ORD-105130,08/05/2025,2025-08-06,RG-92960,Ryan Gonzalez,Home Office,OFF-PA-9281,Avery Portable Paper,Office Supplies ,Paper,Central,Ohio,Cleveland,$85.62,23.19,4,0.5,Same day ,Connie Turner,Debit Card
ORD-112076,2022-03-29,2022-04-02,BC-43972,Brandy Chavez, Consumer,TEC-MA-8060,Apple Executive Machine,Technology,MACHINES,,Washington,Seattle,"2,365.61",626.49,7,0.5,Second Class,Kristin Mendoza,PayPal
ORD-102012,02-13-2024,2024-02-14,HL-66148,Hannah Luna,HOME OFFICE,OFF-EN-3661,avery compact envelope,office supplies,Envelopes,CENTRAL,TEXAS,Houston,850.6,N/A,4,0.0,standard class,David Robinson,Debit Card
ORD-101867,29/01/2025,02-02-2025,MP-18675,Mark Perez,Consumer,OFF-PA-4070,3M Executive Paper, Office Supplies,Paper,SOUTH,Georgia,Savannah,645.5,155.9,-5,0.0,first class,Nathaniel Lee,Cash
ORD-111107,10-19-2025,10/23/2025,YB-67154,,Consumer,FUR-FU-9683,Global Portable Furnishing,FURNITURE,Furnishings,East,Pennsylvania,Philadelphia,279.58,-25.1,2,0.1,Second Class, James Webster, PayPal
ORD-102093,17/11/2022,11/19/2022,RC-99539,Rhonda Chavez,Consumer ,OFF-PA-9281,Avery Portable Paper,Office Supplies,Paper,WEST,California,Los Angeles,119.87,16.88,4,0.3, First Class, Kristen Rowe,PayPal
ORD-103364,05/09/2022,09/09/2022,KS-89457,, Home Office,TEC-CO-3419,Samsung Wireless Computer,Technology,Computers,east,New York,Albany,1915.9,-147.87,5,0.0,Secnod Class,DAVID ROBINSON,gift card
ORD-107096,03/02/2023,"Mar 07, 2023",ML-52081,Mr. Lawrence Edwards,Home Office,FUR-FU-3588,Hon Executive Furnishing,Furniture,furnishings,Central,Illinois,Springfield,3775.59,593.47,10,0.1,Second Class,Suzanne Wood, PayPal
ORD-108834,22/08/2024,08/23/2024,SS-95477,Stephanie Salazar,Home Office ,TEC-CO-8546,Canon Premium Copier,technology,Copiers,WEST,washington,Seattle,"$4,925.27",84.0,10,0.3,First Class,Kyle Chambers,PayPal
ORD-112073,02-17-2022,2022-02-21,PL-14067,Paul Lewis,Consumer,OFF-FA-3292,Fellowes Pro Fastener,office supplies,Fasteners,West,Oregon,Eugene,75.1,-11.22,5,0.3,first class,David Robinson,Credit Card
ORD-105945,12-28-2023,"Jan 03, 2024",TJ-45992,Trevor Johnson,CORPORATE,OFF-EN-3661,Avery Compact Envelope,Office Supplies,ENVELOPES,south,Florida,Orlando,"1,913.94",572.88,9,0.0,STANDARD CLASS,Renee Melendez,Bank Transfer
ORD-102562,"Dec 26, 2023",2021-12-01,TR-14852,Tanya Russell,Consumer,FUR-BO-3480,Novimex Premium Bookcase, Furniture,Bookcases,Central,Ohoi,Cleveland,"$5,319.10",518.83,8,0.2,Standard Class,David Robinson,paypal
ORD-110281,10/28/2025,2021-12-01,TD-95909,Timothy Duncan,Corporate,OFF-FA-6179,Acme Classic Fastener,Office Supplies,Fasteners,Central,TEXAS,Dallas,759.36,-68.63,8,0.15, Same Day,Kyle Chambers,Bank Transfer
ORD-105914,14/08/2022,2022-08-15,DL-39219,Donna Landry,Consumer,TEC-CO-5923,Canon Adjustable Computer,Technology,Computers, West,California,Los Angeles,9804.62,618.05,10,0.3,Same Day,Connie Turner,Debit Card
ORD-100382,04/11/2024,2024-11-04,SC-58944,Sharon Cochran ,Corporate ,OFF-FA-2734,Avery Adjustable Fastener,Office Supplies ,Fasteners,Central,Texus,Dallas,712.5,131.05,6,0.1,Second Class,,debit card
ORD-106698,07/11/2022,10/11/2022,BS-50404,Benjamin Smith,Corporate,FUR-TA-7340,Global Portable Table,Furniture,Tables,East,NEW YORK,New York City,2476.9,-212.51,3,0.0,First Class,Robert Dennis,bank transfer
ORD-105858,2024-09-25,09-28-2024,JB-69682,Jamie Baird, Corporate,TEC-MA-9261,Lenovo Standard Machine,Technology ,Machines,West,Oregon,Portland,4035.18,742.02,9,0.1,standard class,KRISTEN ROWE, Bank Transfer
ORD-103649,11/05/2024,11-06-2024,KS-33509,Kathryn Snyder,Home Office,OFF-AR-2344,Newell Executive Art,Office Supplies,Art,Central, Ohio, Columbus,235.7,61.03,2,0.4,STANDARD CLASS,Samuel Turner,Bank Transfr
ORD-107117,27/02/2022,02/03/2022,AH-93810,Allison Hill,Consumer,OFF-LA-7955,Acme Executive Label,OFFICE SUPPLIES,Labels,Central,Texas,Austin,2265.3,-196.99,11,0.0,First Class,Suzanne Wood,Credit Card
ORD-103829,"Apr 09, 2022",2022-04-15,AV-44814,NULL,Corporate,OFF-FA-7070,Fellowes Standard Fastener, Office Supplies,Fasteners ,West,Washington,Seattle,148.68,28.93,4,0.4,First Class,Jennifer Hernandez,PayPal
ORD-104025,05/15/2024,20/05/2024,JS-20155,Jeremy Sampson,Home Office,TEC-MA-9282,Dell Ergonomic Machine,Technology,Machines,east,New York,Albany,678.2,-98.06,3,0.15,Frist Class,NATHANIEL LEE,Credit Card
ORD-109703,2023-12-14,12/14/2023,DW-76244,Dr. William Warren,CORPORATE,OFF-LA-1357,Acme Executive Label,Office Supplies,Labels,CENTRAL,Ohio,Columbus,1459.8,-35.26,9,0.0,Second Class,Lori Simmons,PAYPAL
ORD-109825,"Mar 16, 2023",03-22-2023,EE-27342,Erin Edwards,Home Office,TEC-AC-6286,logitech standard accessorie,Technology,Accessories,Central,Illinois,Springfield,"6,950.04",550.37,12,0.0,Same Day,william david dds,NULL
ORD-101797,05/08/2025,08/08/2025,MM-73904,MICHAEL MITCHELL,CONSUMER,TEC-MA-2946,Dell Heavy-Duty Machine,Technology,Machines,Central ,Texus,Austin,"$2,597.70",580.35,10,0.0,Second Class,Felicia Krueger,Gift Card
ORD-112644,02-11-2023,17/02/2023,AG-63523,Anthony Gonzales,Corporate,TEC-AC-2479,HP Classic Accessorie,technology,Accessories,South,Georgia,Savannah,1277.5,376.16,1,0.0,second class,Connie Turner,PayPal
ORD-100430,07/02/2022,03/07/2022,KL-75338,Kelly Lee, Home Office,OFF-AR-5016,Newell Portable Art,Office Supplies,Art,South,GEORGIA,Savannah,47.18,-6.93,7,0.15,Second Class,Justin Walker ,PAYPAL
ORD-105536,2022-11-15,2022-11-16,MW-33788,Marilyn Wang,Home Office ,FUR-FU-6236,Hon Classic Furnishing,Furniture,Furnishings,West,Oregon,eugene,4177.51,1294.44,8,0.15,Standard Class,Justin Walker,Debit Card
ORD-109454,2024-03-30,04-06-2024,MC-30517,Meghan Cisneros,Consumer,TEC-PH-1713,Epson Ergonomic Phone,Technology,Phones,south,Georgia,Atlanta,"7,849.54",2030.13,4,0.2,Same Day,Robert Dennis,DEBIT CARD
ORD-107811,2024-08-04,08/10/2024,EB-11330,Emily Bennett,home office,TEC-MA-7743,HP Standard Machine,Technology,Machines,South ,Georgia,Savannah,19851.0,-1621.95,8,0.0,Second Class,David Robinson, PayPal
ORD-106607,05/16/2023,2023-05-23,FA-54608,Felicia Aguilar,Corporate,FUR-FU-2586,Bush Standard Furnishing,FURNITURE,Furnishings,South,florida,Orlando,$225.50,52.61,3,0.1,Second Class,Jennifer Hernandez,cash
ORD-100140,2024-12-23,12/25/2024,BW-53228,Bianca Wood,Corporate,TEC-MA-7786,Dell Classic Machine ,technology,Machines,Central,Illinois,Springfield,621.8,99.41,3,0.0,First Class,Zachary Mendoza,BANK TRANSFER
ORD-111131,07/17/2025,2025-07-17,JA-83563,Jamie Arnold,Consumer,FUR-TA-5967,Bevis Wireless Table,Furniture,Tables,East, Pennsylvania,Pittsburgh,"$4,315.20",1386.04,10,0.5, Standard Class,Renee Melendez,PayPal
ORD-108713,11/08/2022,08-13-2022,CW-44438,Connor West,Home Office,OFF-LA-1357,Acme Executive Label, Office Supplies,Labels,south,georgia,Atlanta,648.80,-75.08,8,0.5,STANDARD CLASS,William David DDS,Gift Card
ORD-110452,2024-06-22,"Jun 23, 2024",LM-94607, Lindsay Martinez,Corporate,OFF-PA-6090,Fellowes Compact Paper,Office Supplies,Paper, West,Oregon,Eugene,23.88,1.46,6,0.0,First Class,ANDREW HARPER,Debit Card
ORD-102522,28/07/2025,08/03/2025,SJ-84341, Shannon Jones,HOME OFFICE,OFF-LA-7070,Avery Pro Label,Offce Supplies,Labels,West,Califronia,san diego,302.8,66.47,5,0.0,Same Day,Travis Hobbs,Cash
ORD-111379,01-10-2024,01/14/2024,WD-75597,William Day,Home Office ,FUR-FU-2041,DMI Executive Furnishing,FURNITURE,Furnishings,East,Pennsylvania,Pittsburgh,"3,596.56",-80.28,10,0.2,First Class,Justin Walker,Debit Card
ORD-104145,"Apr 06, 2022",04/08/2022,CG-62772,Courtney Gonzalez,Home Office,TEC-PH-1713,Epson Ergonomic Phone,Technology ,Phones,South, Florida,Tampa,"3,679.47",5.81,3,0.5,Standard Class,Andrew Harper,GIFT CARD
ORD-110820,10-31-2024,11/06/2024,BK-34267,Brittany Kim,CONSUMER,TEC-MA-2946,Dell Heavy-Duty Machine,Technology,Machines, Central, Ohio,Columbus,"2,337.93",678.16,9,0.0,Same Day,Larry Harris,PayPal
ORD-100273,03/06/2023,06/03/2023,BF-94886,Brandon Fleming,Consumer,TEC-PH-1713,Epson Ergonomic Phone,Technology,Phones,East,New Jersey,Jersey City,25020.4,NULL,12,0.15, Standard Class,Pamela Gutierrez,Credit Card
ORD-108003,02/09/2022,2022-02-12,DL-98389,David Lopez,Home Office,TEC-CO-3513,Apple Heavy-Duty Copier,Tech,Copiers,East,New Jersey,Jersey City,"$9,966.94",-1077.26,6,0.3,standard class,TAMMY BOONE,Cash
ORD-104148,"Jul 30, 2025",2025-07-30,JD-14722, Jeremy Dalton,Corporate,OFF-PA-9796,Boston Executive Paper,Office Supplies,Paper,Central,Texas,Houston,1270.2,-181.77,11,0.0,SECOND CLASS,Robert Dennis,Debit Card
ORD-109077,24/08/2025,"Aug 27, 2025",MM-23176,Marie Moody,Consumer,TEC-MA-5911,Lenovo Pro Machine, Technology,Machines,central,Illinois,Springfield,336.9,-22.81,11,0.5,Secnod Class,Kristen Rowe,PayPal
ORD-101771,09/14/2022,2022-09-20,BH-54942,Bryan Herrera,Consumer,TEC-CO-8272,Epson Pro Copier,Technology,Copiers,Central,Illinois,Chicago,$450.04,NULL,4,0.5,Standard Class,Justin Walker, Debit Card
ORD-101833,2024-07-06,07/07/2024,KR-45954,Kelsey Rodriguez,Consumer,TEC-AC-2712,Apple Ergonomic Accessorie ,Technology,Accessories,West,Oregon,Eugene,"13,817.76",2436.2,6,0.0,Same Day,Nathaniel Lee,PayPal
ORD-110231,2024-04-28,2024-05-04,KW-13783, Kathryn Williams,Home Office,OFF-LA-4150,Boston Ergonomic Label,Office Supplies,labels,East,New York,Buffalo,684.27,18.51,9,0.0,first class,Maria Henry, Gift Card
ORD-100854,2022-03-24,27/03/2022,NB-46208,Nancy Brown, Corporate,FUR-FU-6968,Hon Adjustable Furnishing,Furniture,Furnishings,South,Florida,Miami,"7,460.04",1050.31,12,0.0,Second Class,Kyle Chambers,DEBIT CARD
ORD-103406,2024-03-11,03-17-2024,ML-51245,Michael Lewis,Consumer,TEC-AC-3230,Epson Classic Accessorie,Technology,Accessories,South,GEORGIA,Savannah,13643.6,2378.12,9,0.0,Same Day,William David DDS,CREDIT CARD
ORD-103524,07/25/2024,07/27/2024,ML-14705,Michael Lopez,Home Office ,TEC-CO-6629,Apple Deluxe Copier,TECHNOLOGY,Copiers,East ,Pennsylvania,Philadelphia,"$20,753.21",-2770.78,12,0.3,Same Day,William David DDS,PayPal
ORD-103756,25/05/2022,2022-05-25,EB-11330,Emily Bennett,Home Office,FUR-FU-6968,Hon Adjustable Furnishing,Furniture,Furnishings,Central,Ohio,Cleveland,"$3,357.02",,6,0.1,Second Class,Michael Morrison,Gift Card
ORD-103583,21/07/2022,2022-07-25,TA-61990,Thomas Atkins,Home Office,OFF-PA-1502,3M Pro Paper,Offce Supplies,Paper, East,New York,Buffalo,857.70,113.04,9,0.0,second class,Samuel Turner, Debit Card
ORD-105541,"Jul 02, 2022",05/07/2022,MM-73904,Michael Mitchell,Consumer,OFF-BI-3129,Xerox Standard Binder,Office Supplies,Binders,N/A,Ohio,Columbus ,$93.63,18.51,4,0.2,Second Class,Justin Walker,Credit Card
ORD-100031,2022-01-18,21/01/2022,JS-95649,Jose Schultz,Home Office,FUR-TA-1430,Bush Ergonomic Table,Furniture,Tables,West,Washington,Spokane,"$2,452.59",-358.88,-7,0.0,first class,Ryan Landry,Cash
